GENDER (1=M)	MEASURED WEIGHT (LB)	REPORTED WEIGHT (LB)	MEASURED HEIGHT (IN)	REPORTED  HEIGHT (IN)	MEASURED WEIGHT (KG)	REPORTED WEIGHT (KG)	MEASURED HEIGHT (CM)	REPORTED HEIGHT (CM)
1	219.4	220	68.2	69	99.5	99.8	173.2	175.3
1	338.6	340	69.8	71	153.6	154.2	177.3	180.3
0	187.8	185	64.1	64	85.2	83.9	162.9	162.6
0	121.7	122	63.7	64	55.2	55.3	161.8	162.6
0	207.9	214	63.7	65	94.3	97.1	161.8	165.1
1	149.3	155	65.5	66	67.7	70.3	166.3	167.6
1	188.5	194	69.9	71	85.5	88.0	177.6	180.3
1	192.9	196	66.1	66	87.5	88.9	167.9	167.6
1	226.9	225	68.9	67	102.9	102.1	175.0	170.2
0	170.0	165	56.3	59	77.1	74.8	143.1	149.9
0	190.9	183	64.4	66	86.6	83.0	163.6	167.6
1	246.7	250	72.1	74	111.9	113.4	183.1	188.0
1	143.7	145	65.7	66	65.2	65.8	166.8	167.6
1	162.9	168	65.5	65	73.9	76.2	166.3	165.1
0	192.7	190	63.7	65	87.4	86.2	161.8	165.1
1	161.6	160	64.3	60	73.3	72.6	163.3	152.4
0	120.8	121	59.5	60	54.8	54.9	151.2	152.4
0	215.2	212	63.4	62	97.6	96.2	161.0	157.5
1	167.6	160	64.3	65	76.0	72.6	163.3	165.1
0	152.3	150	59.5	60	69.1	68.0	151.2	152.4
1	129.9	130	60.6	61	58.9	59.0	154.0	154.9
1	307.8	300	72.8	74	139.6	136.1	184.8	188.0
0	102.5	102	62.1	62	46.5	46.3	157.7	157.5
1	210.8	208	68.0	69	95.6	94.3	172.6	175.3
0	223.1	216	66.6	63	101.2	98.0	169.2	160.0
1	208.6	206	71.4	73	94.6	93.4	181.4	185.4
1	179.0	185	73.0	74	81.2	83.9	185.3	188.0
0	128.5	129	59.1	60	58.3	58.5	150.2	152.4
1	269.6	276	73.9	76	122.3	125.2	187.7	193.0
0	155.4	148	61.0	63	70.5	67.1	155.0	160.0
1	196.4	200	66.5	70	89.1	90.7	168.8	177.8
0	130.1	131	64.0	64	59.0	59.4	162.6	162.6
1	213.8	220	68.0	67	97.0	99.8	172.6	170.2
1	289.0	275	71.9	72	131.1	124.7	182.7	182.9
1	140.7	150	69.0	70	63.8	68.0	175.2	177.8
0	132.7	135	62.7	63	60.2	61.2	159.2	160.0
0	146.4	135	59.9	60	66.4	61.2	152.1	152.4
1	168.7	168	68.3	68	76.5	76.2	173.4	172.7
1	177.0	180	65.6	67	80.3	81.6	166.5	170.2
1	321.4	320	66.9	68	145.8	145.1	169.9	172.7
0	137.8	130	65.4	67	62.5	59.0	166.1	170.2
0	182.1	185	65.4	67	82.6	83.9	166.1	170.2
1	157.0	135	70.0	74	71.2	61.2	177.9	188.0
1	216.3	215	68.1	71	98.1	97.5	173.1	180.3
1	180.3	180	72.0	73	81.8	81.6	183.0	185.4
0	218.9	210	63.0	65	99.3	95.3	160.1	165.1
0	147.3	140	66.8	67	66.8	63.5	169.7	170.2
0	194.7	185	62.1	62	88.3	83.9	157.8	157.5
1	139.3	145	62.4	63	63.2	65.8	158.5	160.0
0	149.7	125	65.2	65	67.9	56.7	165.5	165.1
0	147.9	145	68.1	69	67.1	65.8	173.0	175.3
0	151.5	144	64.2	66	68.7	65.3	163.0	167.6
1	128.1	135	64.8	66	58.1	61.2	164.5	167.6
1	137.8	142	61.9	62	62.5	64.4	157.1	157.5
0	140.7	140	59.0	60	63.8	63.5	149.8	152.4
0	130.7	130	65.5	65	59.3	59.0	166.4	165.1
0	143.3	142	62.4	62	65.0	64.4	158.6	157.5
1	162.9	155	66.9	69	73.9	70.3	169.9	175.3
0	169.5	168	63.5	64	76.9	76.2	161.3	162.6
0	263.0	220	67.1	69	119.3	99.8	170.4	175.3
0	134.5	135	60.0	60	61.0	61.2	152.5	152.4
0	233.7	230	63.7	64	106.0	104.3	161.7	162.6
1	212.7	210	73.1	73	96.5	95.3	185.7	185.4
0	117.1	116	66.5	67	53.1	52.6	168.9	170.2
0	156.1	150	56.6	59	70.8	68.0	143.7	149.9
1	208.1	215	71.8	72	94.4	97.5	182.3	182.9
1	205.5	208	71.3	74	93.2	94.3	181.0	188.0
1	196.4	205	72.0	73	89.1	93.0	182.8	185.4
1	282.6	284	71.1	72	128.2	128.8	180.5	182.9
0	180.8	170	65.8	67	82.0	77.1	167.1	170.2
0	237.2	231	67.8	68	107.6	104.8	172.1	172.7
0	106.5	105	59.5	60	48.3	47.6	151.2	152.4
1	135.8	135	66.1	65	61.6	61.2	168.0	165.1
0	269.2	265	62.9	63	122.1	120.2	159.7	160.0
0	126.5	130	58.7	60	57.4	59.0	149.1	152.4
1	223.1	220	70.7	72	101.2	99.8	179.7	182.9
1	181.4	178	67.4	71	82.3	80.7	171.1	180.3
0	91.5	95	62.1	62	41.5	43.1	157.8	157.5
0	226.9	230	65.5	65	102.9	104.3	166.3	165.1
1	136.0	133	64.4	64	61.7	60.3	163.6	162.6
0	132.3	138	61.7	63	60.0	62.6	156.6	160.0
1	199.3	190	71.1	71	90.4	86.2	180.5	180.3
0	216.1	240	61.7	64	98.0	108.9	156.6	162.6
1	154.1	150	64.7	65	69.9	68.0	164.3	165.1
1	216.1	220	72.3	73	98.0	99.8	183.6	185.4
1	179.5	185	67.7	68	81.4	83.9	172.0	172.7
0	105.8	105	61.1	62	48.0	47.6	155.3	157.5
1	230.6	222	65.8	66	104.6	100.7	167.1	167.6
0	102.3	105	63.0	63	46.4	47.6	160.0	160.0
0	165.6	150	65.4	65	75.1	68.0	166.1	165.1
1	239.6	240	70.2	71	108.7	108.9	178.2	180.3
1	194.9	165	60.7	61	88.4	74.8	154.1	154.9
0	133.4	133	59.3	60	60.5	60.3	150.5	152.4
1	210.3	220	69.2	70	95.4	99.8	175.7	177.8
0	209.4	200	65.3	67	95.0	90.7	165.9	170.2
1	168.0	166	72.0	72	76.2	75.3	182.8	182.9
1	167.3	178	71.9	74	75.9	80.7	182.6	188.0
1	216.3	218	65.7	66	98.1	98.9	166.8	167.6
1	210.3	210	70.5	72	95.4	95.3	179.1	182.9
1	207.9	205	70.4	72	94.3	93.0	178.9	182.9
0	119.0	118	62.1	62	54.0	53.5	157.7	157.5
0	138.7	135	64.2	63	62.9	61.2	163.0	160.0
1	215.8	213	70.9	72	97.9	96.6	180.0	182.9
1	162.9	163	68.0	68	73.9	73.9	172.7	172.7
0	141.1	130	67.0	67	64.0	59.0	170.2	170.2
1	190.9	190	67.8	69	86.6	86.2	172.3	175.3
1	173.3	182	67.3	66	78.6	82.6	171.0	167.6
0	171.7	177	60.5	64	77.9	80.3	153.6	162.6
0	244.9	242	66.4	68	111.1	109.8	168.7	172.7
0	269.8	279	61.8	64	122.4	126.6	156.9	162.6
0	184.7	181	66.9	67	83.8	82.1	169.8	170.2
1	202.6	208	70.9	74	91.9	94.3	180.1	188.0
1	239.4	230	71.6	72	108.6	104.3	181.8	182.9
1	223.5	224	71.0	73	101.4	101.6	180.4	185.4
0	194.9	155	65.3	66	88.4	70.3	165.9	167.6
1	198.9	195	70.0	71	90.2	88.5	177.9	180.3
1	195.6	190	67.0	67	88.7	86.2	170.1	170.2
0	182.5	180	64.6	66	82.8	81.6	164.0	167.6
0	236.8	243	58.7	60	107.4	110.2	149.2	152.4
1	153.9	140	67.1	67	69.8	63.5	170.4	170.2
1	226.6	230	73.6	74	102.8	104.3	187.0	188.0
1	136.7	133	70.7	70	62.0	60.3	179.6	177.8
0	131.0	130	63.7	64	59.4	59.0	161.9	162.6
1	237.2	245	70.3	71	107.6	111.1	178.5	180.3
1	172.2	185	70.0	71	78.1	83.9	177.7	180.3
0	274.9	270	61.2	61	124.7	122.5	155.4	154.9
1	259.5	250	74.3	75	117.7	113.4	188.6	190.5
0	134.5	130	63.9	64	61.0	59.0	162.2	162.6
0	115.1	112	62.0	62	52.2	50.8	157.4	157.5
1	193.8	195	71.3	72	87.9	88.5	181.0	182.9
1	175.5	165	71.5	73	79.6	74.8	181.7	185.4
0	134.7	130	60.9	60	61.1	59.0	154.8	152.4
0	220.7	220	65.3	66	100.1	99.8	165.9	167.6
0	162.9	159	62.8	61	73.9	72.1	159.5	154.9
1	189.4	170	65.6	67	85.9	77.1	166.5	170.2
1	177.9	183	65.3	66	80.7	83.0	165.9	167.6
1	172.4	145	70.4	71	78.2	65.8	178.9	180.3
1	154.8	150	65.8	65	70.2	68.0	167.1	165.1
0	140.9	140	58.3	57	63.9	63.5	148.0	144.8
0	158.7	140	61.0	61	72.0	63.5	154.9	154.9
1	127.0	143	68.3	68	57.6	64.9	173.5	172.7
0	151.7	149	60.2	62	68.8	67.6	153.0	157.5
0	183.0	178	60.9	61	83.0	80.7	154.6	154.9
1	304.0	295	74.9	77	137.9	133.8	190.3	195.6
0	252.9	259	66.0	67	114.7	117.5	167.6	170.2
1	174.6	162	68.3	69	79.2	73.5	173.5	175.3
0	194.4	190	63.7	64	88.2	86.2	161.8	162.6
1	248.7	255	73.1	72	112.8	115.7	185.6	182.9
1	198.4	190	70.0	70	90.0	86.2	177.9	177.8
0	218.7	218	65.7	65	99.2	98.9	166.9	165.1
0	125.2	125	63.7	63	56.8	56.7	161.9	160.0
0	129.2	118	60.5	62	58.6	53.5	153.6	157.5
1	152.8	145	67.5	69	69.3	65.8	171.5	175.3
0	144.8	148	63.4	63	65.7	67.1	161.0	160.0
1	249.8	250	68.3	69	113.3	113.4	173.4	175.3
1	119.3	140	65.4	67	54.1	63.5	166.2	170.2
0	151.2	155	63.4	63	68.6	70.3	161.0	160.0
0	197.3	180	66.7	67	89.5	81.6	169.3	170.2
0	246.5	230	70.1	71	111.8	104.3	178.0	180.3
0	110.7	115	62.7	65	50.2	52.2	159.2	165.1
1	224.2	221	69.0	70	101.7	100.2	175.3	177.8
0	227.5	226	66.4	68	103.2	102.5	168.6	172.7
1	249.3	265	71.1	72	113.1	120.2	180.7	182.9
1	137.3	135	68.3	66	62.3	61.2	173.4	167.6
0	201.7	180	59.7	60	91.5	81.6	151.7	152.4
0	201.5	178	62.8	63	91.4	80.7	159.6	160.0
1	166.7	165	66.1	66	75.6	74.8	168.0	167.6
1	323.2	300	73.9	76	146.6	136.1	187.7	193.0
1	250.7	250	69.6	73	113.7	113.4	176.8	185.4
0	101.0	104	57.2	58	45.8	47.2	145.4	147.3
0	303.1	290	58.8	60	137.5	131.5	149.3	152.4
0	125.2	125	62.0	61	56.8	56.7	157.6	154.9
1	108.5	140	63.4	63	49.2	63.5	161.1	160.0
1	141.8	140	65.8	66	64.3	63.5	167.2	167.6
1	175.3	172	67.4	67	79.5	78.0	171.2	170.2
0	153.0	150	68.9	69	69.4	68.0	175.1	175.3
1	145.9	155	70.3	71	66.2	70.3	178.5	180.3
0	150.4	151	60.7	63	68.2	68.5	154.1	160.0
1	158.7	168	69.3	70	72.0	76.2	175.9	177.8
1	239.0	240	69.1	71	108.4	108.9	175.4	180.3
1	167.3	180	72.0	73	75.9	81.6	183.0	185.4
1	215.2	205	66.7	67	97.6	93.0	169.3	170.2
0	181.9	180	63.0	66	82.5	81.6	160.1	167.6
1	169.8	170	66.9	67	77.0	77.1	169.8	170.2
1	187.0	189	67.1	65	84.8	85.7	170.5	165.1
1	168.0	150	65.3	66	76.2	68.0	165.9	167.6
0	155.0	150	65.2	66	70.3	68.0	165.7	167.6
0	137.8	133	62.0	63	62.5	60.3	157.5	160.0
0	189.4	180	62.6	66	85.9	81.6	158.9	167.6
0	180.8	180	62.3	64	82.0	81.6	158.2	162.6
1	182.1	178	65.1	67	82.6	80.7	165.3	170.2
0	210.8	200	61.5	65	95.6	90.7	156.2	165.1
0	163.8	159	62.7	63	74.3	72.1	159.2	160.0
0	119.5	132	64.3	67	54.2	59.9	163.4	170.2
1	211.2	225	69.1	69	95.8	102.1	175.4	175.3
0	140.2	137	59.3	60	63.6	62.1	150.6	152.4
0	141.1	157	65.9	66	64.0	71.2	167.4	167.6
0	144.4	145	60.4	61	65.5	65.8	153.4	154.9
0	175.0	178	61.1	61	79.4	80.7	155.2	154.9
0	188.9	175	64.8	64	85.7	79.4	164.7	162.6
1	218.9	175	66.9	68	99.3	79.4	170.0	172.7
1	216.1	217	73.5	73	98.0	98.4	186.7	185.4
0	172.0	152	58.5	61	78.0	68.9	148.7	154.9
0	190.0	185	62.3	62	86.2	83.9	158.3	157.5
0	200.8	200	64.1	65	91.1	90.7	162.7	165.1
0	139.3	140	63.7	64	63.2	63.5	161.7	162.6
1	174.4	175	69.9	69	79.1	79.4	177.6	175.3
1	151.7	158	65.7	65	68.8	71.7	166.8	165.1
1	144.0	143	63.4	63	65.3	64.9	161.0	160.0
0	202.8	195	62.1	62	92.0	88.5	157.7	157.5
0	227.5	226	66.2	67	103.2	102.5	168.2	170.2
0	128.3	133	64.6	66	58.2	60.3	164.2	167.6
0	139.3	137	60.4	61	63.2	62.1	153.3	154.9
1	174.4	174	63.5	63	79.1	78.9	161.3	160.0
1	160.5	155	61.7	62	72.8	70.3	156.6	157.5
1	226.0	220	68.7	70	102.5	99.8	174.4	177.8
0	209.4	200	64.5	64	95.0	90.7	163.9	162.6
1	278.9	280	74.7	75	126.5	127.0	189.7	190.5
1	163.8	160	69.4	70	74.3	72.6	176.2	177.8
0	165.8	165	63.1	65	75.2	74.8	160.3	165.1
1	165.6	170	71.0	72	75.1	77.1	180.4	182.9
0	138.9	138	62.8	63	63.0	62.6	159.4	160.0
1	152.3	149	64.0	65	69.1	67.6	162.6	165.1
1	212.1	220	75.6	75	96.2	99.8	192.1	190.5
0	123.7	125	62.8	62	56.1	56.7	159.5	157.5
0	102.3	100	57.7	60	46.4	45.4	146.5	152.4
0	160.5	160	63.1	65	72.8	72.6	160.2	165.1
1	244.9	240	71.6	72	111.1	108.9	181.8	182.9
0	162.0	140	62.0	62	73.5	63.5	157.4	157.5
0	189.6	182	60.0	60	86.0	82.6	152.5	152.4
1	216.9	209	71.3	72	98.4	94.8	181.2	182.9
0	161.6	165	61.3	62	73.3	74.8	155.7	157.5
0	180.3	182	60.7	63	81.8	82.6	154.2	160.0
1	110.0	111	66.2	65	49.9	50.3	168.1	165.1
1	317.2	280	70.9	74	143.9	127.0	180.2	188.0
0	244.5	238	68.1	70	110.9	108.0	172.9	177.8
1	193.8	194	69.7	72	87.9	88.0	177.1	182.9
0	105.4	100	63.0	63	47.8	45.4	159.9	160.0
0	293.9	280	66.1	68	133.3	127.0	168.0	172.7
0	172.2	170	64.6	66	78.1	77.1	164.1	167.6
1	259.9	245	71.5	72	117.9	111.1	181.6	182.9
1	135.8	138	62.8	64	61.6	62.6	159.5	162.6
0	127.9	128	65.0	65	58.0	58.1	165.0	165.1
0	175.7	175	61.3	62	79.7	79.4	155.7	157.5
1	139.6	145	62.7	65	63.3	65.8	159.3	165.1
1	308.2	278	71.9	72	139.8	126.1	182.5	182.9
1	160.7	165	68.5	69	72.9	74.8	173.9	175.3
1	146.8	145	65.3	65	66.6	65.8	165.8	165.1
0	162.5	160	61.3	61	73.7	72.6	155.8	154.9
1	227.7	230	68.5	69	103.3	104.3	174.1	175.3
0	128.8	128	65.6	66	58.4	58.1	166.7	167.6
0	236.3	210	66.7	66	107.2	95.3	169.4	167.6
0	164.5	140	63.3	65	74.6	63.5	160.7	165.1
1	247.8	232	72.9	74	112.4	105.2	185.2	188.0
0	215.2	225	66.1	65	97.6	102.1	168.0	165.1
1	210.5	208	68.6	70	95.5	94.3	174.3	177.8
0	123.5	119	64.3	64	56.0	54.0	163.3	162.6
1	151.0	160	64.2	64	68.5	72.6	163.1	162.6
0	226.9	220	67.9	68	102.9	99.8	172.5	172.7
0	126.8	120	63.4	63	57.5	54.4	161.0	160.0
1	145.1	145	67.3	70	65.8	65.8	170.9	177.8
0	164.5	164	59.7	61	74.6	74.4	151.6	154.9
0	194.2	197	61.5	62	88.1	89.4	156.3	157.5
0	399.0	260	65.9	66	181.0	117.9	167.4	167.6
0	165.8	157	60.1	61	75.2	71.2	152.6	154.9
1	273.6	260	71.5	71	124.1	117.9	181.7	180.3
1	137.8	142	67.3	70	62.5	64.4	170.9	177.8
0	136.7	135	64.0	64	62.0	61.2	162.5	162.6
0	149.3	150	62.1	63	67.7	68.0	157.8	160.0
1	259.5	257	69.0	70	117.7	116.6	175.3	177.8
0	122.1	122	57.9	58	55.4	55.3	147.0	147.3
0	155.0	130	63.3	66	70.3	59.0	160.8	167.6
0	116.6	120	63.6	64	52.9	54.4	161.6	162.6
0	158.1	150	59.2	60	71.7	68.0	150.3	152.4
0	106.5	105	62.6	62	48.3	47.6	159.1	157.5
0	164.7	160	64.5	65	74.7	72.6	163.9	165.1
0	138.9	135	65.9	67	63.0	61.2	167.3	170.2
0	257.3	230	64.3	65	116.7	104.3	163.2	165.1
0	193.3	189	62.1	62	87.7	85.7	157.7	157.5
0	188.5	176	66.3	69	85.5	79.8	168.5	175.3
1	229.9	230	66.7	67	104.3	104.3	169.3	170.2
1	159.0	160	67.5	68	72.1	72.6	171.4	172.7
1	254.4	320	72.6	74	115.4	145.1	184.4	188.0
1	181.9	200	71.8	74	82.5	90.7	182.4	188.0
1	133.2	136	63.4	64	60.4	61.7	161.1	162.6
0	131.6	130	56.3	70	59.7	59.0	143.1	177.8
1	179.2	180	69.1	71	81.3	81.6	175.4	180.3
1	283.5	290	67.5	69	128.6	131.5	171.5	175.3
0	170.4	173	63.0	64	77.3	78.5	160.1	162.6
1	219.1	218	66.3	67	99.4	98.9	168.3	170.2
0	123.2	122	59.0	59	55.9	55.3	149.9	149.9
1	192.0	195	72.4	74	87.1	88.5	183.8	188.0
1	218.5	215	70.0	71	99.1	97.5	177.8	180.3
0	294.5	280	61.8	63	133.6	127.0	157.0	160.0
1	140.0	147	68.5	69	63.5	66.7	174.1	175.3
0	137.6	135	67.4	68	62.4	61.2	171.2	172.7
0	118.6	120	61.9	61	53.8	54.4	157.3	154.9
0	105.2	106	61.5	61	47.7	48.1	156.1	154.9
1	157.2	153	69.4	69	71.3	69.4	176.2	175.3
0	127.6	128	65.0	65	57.9	58.1	165.1	165.1
1	264.8	270	74.0	75	120.1	122.5	187.9	190.5
0	219.8	195	64.1	66	99.7	88.5	162.9	167.6
0	224.2	220	63.0	62	101.7	99.8	160.0	157.5
0	111.6	106	61.1	61	50.6	48.1	155.1	154.9
1	193.3	195	72.4	72	87.7	88.5	183.9	182.9
0	161.4	159	61.5	63	73.2	72.1	156.3	160.0
0	185.4	175	60.6	61	84.1	79.4	153.8	154.9
0	164.7	166	61.9	63	74.7	75.3	157.1	160.0
1	172.2	178	70.1	71	78.1	80.7	178.1	180.3
1	133.4	140	67.5	68	60.5	63.5	171.5	172.7
0	164.7	165	64.3	65	74.7	74.8	163.3	165.1
1	196.9	187	68.1	69	89.3	84.8	173.0	175.3
0	105.8	104	60.8	61	48.0	47.2	154.5	154.9
0	140.4	134	61.5	60	63.7	60.8	156.2	152.4
0	106.5	108	60.9	60	48.3	49.0	154.7	152.4
0	171.5	170	64.8	64	77.8	77.1	164.7	162.6
1	139.3	143	66.3	68	63.2	64.9	168.4	172.7
0	213.0	207	62.9	63	96.6	93.9	159.7	160.0
1	143.5	140	65.5	67	65.1	63.5	166.4	170.2
1	208.6	200	71.9	73	94.6	90.7	182.6	185.4
0	230.2	180	63.9	67	104.4	81.6	162.4	170.2
1	271.8	280	71.3	72	123.3	127.0	181.0	182.9
1	273.2	270	65.4	65	123.9	122.5	166.0	165.1
0	200.2	203	59.1	62	90.8	92.1	150.2	157.5
0	180.1	180	63.2	62	81.7	81.6	160.5	157.5
0	230.2	198	65.2	65	104.4	89.8	165.6	165.1
1	192.5	200	74.1	75	87.3	90.7	188.3	190.5
0	91.1	92	58.4	58	41.3	41.7	148.3	147.3
0	394.4	380	65.6	69	178.9	172.4	166.6	175.3
1	136.5	136	65.6	66	61.9	61.7	166.5	167.6
1	178.4	180	69.1	70	80.9	81.6	175.5	177.8
1	200.2	198	71.5	72	90.8	89.8	181.6	182.9
1	156.3	155	72.2	74	70.9	70.3	183.5	188.0
1	194.2	185	66.2	66	88.1	83.9	168.2	167.6
0	129.4	128	67.6	67	58.7	58.1	171.7	170.2
0	285.5	285	64.3	65	129.5	129.3	163.2	165.1
1	181.7	176	67.7	67	82.4	79.8	171.9	170.2
1	270.9	270	69.5	70	122.9	122.5	176.6	177.8
0	132.1	140	57.0	63	59.9	63.5	144.9	160.0
0	148.2	148	65.7	66	67.2	67.1	166.8	167.6
0	163.1	160	63.3	65	74.0	72.6	160.8	165.1
1	120.6	125	65.8	66	54.7	56.7	167.2	167.6
1	229.3	230	66.3	66	104.0	104.3	168.4	167.6
0	132.5	132	63.5	63	60.1	59.9	161.4	160.0
1	215.2	210	72.9	76	97.6	95.3	185.1	193.0
1	239.9	240	72.1	74	108.8	108.9	183.1	188.0
0	160.1	160	62.0	61	72.6	72.6	157.4	154.9
1	205.3	200	68.5	71	93.1	90.7	174.0	180.3
1	233.2	225	69.1	71	105.8	102.1	175.5	180.3
1	155.4	155	67.3	67	70.5	70.3	170.9	170.2
0	163.4	165	60.6	62	74.1	74.8	154.0	157.5
0	207.7	210	61.8	62	94.2	95.3	156.9	157.5
0	194.7	185	66.2	67	88.3	83.9	168.1	170.2
0	243.8	241	63.5	64	110.6	109.3	161.4	162.6
1	204.1	220	75.9	77	92.6	99.8	192.9	195.6
1	140.2	145	68.5	68	63.6	65.8	174.1	172.7
0	174.6	170	61.0	60	79.2	77.1	154.9	152.4
0	153.4	150	60.9	62	69.6	68.0	154.7	157.5
0	132.9	136	59.6	59	60.3	61.7	151.3	149.9
1	103.8	105	63.5	63	47.1	47.6	161.4	160.0
0	252.9	250	63.0	64	114.7	113.4	160.1	162.6
0	233.2	225	64.1	65	105.8	102.1	162.8	165.1
0	189.2	180	62.5	66	85.8	81.6	158.7	167.6
1	162.3	163	60.9	61	73.6	73.9	154.7	154.9
1	234.1	238	73.3	73	106.2	108.0	186.1	185.4
0	158.1	150	62.5	62	71.7	68.0	158.7	157.5
1	136.2	140	66.5	68	61.8	63.5	169.0	172.7
1	145.5	145	64.2	66	66.0	65.8	163.0	167.6
0	110.7	117	60.5	61	50.2	53.1	153.6	154.9
1	151.0	147	67.2	67	68.5	66.7	170.6	170.2
0	131.2	132	62.2	64	59.5	59.9	157.9	162.6
1	198.9	175	65.2	66	90.2	79.4	165.5	167.6
1	193.6	185	65.0	66	87.8	83.9	165.2	167.6
1	157.4	155	69.0	69	71.4	70.3	175.3	175.3
0	191.8	180	62.5	63	87.0	81.6	158.8	160.0
1	146.2	148	71.4	70	66.3	67.1	181.4	177.8
1	269.4	250	74.0	75	122.2	113.4	188.0	190.5
1	154.1	145	68.4	70	69.9	65.8	173.7	177.8
0	284.6	285	68.2	69	129.1	129.3	173.3	175.3
1	153.9	150	67.1	68	69.8	68.0	170.5	172.7
1	281.3	280	70.8	72	127.6	127.0	179.8	182.9
0	159.0	160	62.5	63	72.1	72.6	158.8	160.0
1	205.9	202	76.2	78	93.4	91.6	193.5	198.1
1	158.7	162	64.1	65	72.0	73.5	162.7	165.1
0	113.1	113	59.1	60	51.3	51.3	150.0	152.4
0	186.3	190	62.4	65	84.5	86.2	158.6	165.1
1	182.5	190	69.6	73	82.8	86.2	176.9	185.4
0	142.4	130	64.8	67	64.6	59.0	164.6	170.2
0	179.5	175	63.4	63	81.4	79.4	161.0	160.0
1	170.9	170	70.4	71	77.5	77.1	178.7	180.3
1	149.0	146	66.6	62	67.6	66.2	169.2	157.5
0	114.6	114	62.2	63	52.0	51.7	158.0	160.0
1	197.1	200	68.9	69	89.4	90.7	175.1	175.3
1	185.6	185	70.5	72	84.2	83.9	179.0	182.9
0	210.3	200	62.5	65	95.4	90.7	158.7	165.1
1	226.4	225	68.7	69	102.7	102.1	174.4	175.3
1	162.7	165	69.3	70	73.8	74.8	175.9	177.8
1	160.7	160	67.7	68	72.9	72.6	172.0	172.7
0	194.2	190	63.8	66	88.1	86.2	162.1	167.6
0	258.8	254	68.9	72	117.4	115.2	175.0	182.9
0	135.1	128	61.6	62	61.3	58.1	156.4	157.5
0	175.3	175	66.5	66	79.5	79.4	168.9	167.6
0	154.5	147	63.8	64	70.1	66.7	162.1	162.6
0	108.2	100	63.0	65	49.1	45.4	159.9	165.1
0	144.8	146	57.4	59	65.7	66.2	145.9	149.9
0	204.1	196	65.4	65	92.6	88.9	166.2	165.1
1	177.9	170	66.8	61	80.7	77.1	169.6	154.9
0	133.8	140	63.1	63	60.7	63.5	160.2	160.0
0	239.6	230	63.0	63	108.7	104.3	159.9	160.0
0	149.9	160	61.5	61	68.0	72.6	156.3	154.9
0	230.2	229	65.1	66	104.4	103.9	165.4	167.6
1	152.8	165	67.4	67	69.3	74.8	171.3	170.2
1	158.5	163	68.9	70	71.9	73.9	175.1	177.8
1	127.0	150	60.9	62	57.6	68.0	154.8	157.5
0	373.5	354	68.3	71	169.4	160.6	173.5	180.3
1	150.1	145	67.2	68	68.1	65.8	170.7	172.7
0	263.9	200	65.4	67	119.7	90.7	166.1	170.2
0	137.3	139	61.7	62	62.3	63.0	156.7	157.5
0	161.6	167	60.6	61	73.3	75.7	153.9	154.9
1	216.7	218	67.4	67	98.3	98.9	171.1	170.2
1	150.6	150	70.6	73	68.3	68.0	179.3	185.4
1	162.9	145	63.1	65	73.9	65.8	160.4	165.1
0	165.8	155	63.1	64	75.2	70.3	160.3	162.6
0	268.5	294	62.2	63	121.8	133.4	158.1	160.0
1	194.4	180	68.9	70	88.2	81.6	175.0	177.8
1	188.9	186	69.0	72	85.7	84.4	175.2	182.9
1	297.6	293	64.8	65	135.0	132.9	164.5	165.1
1	152.1	157	65.6	65	69.0	71.2	166.7	165.1
1	179.7	180	70.8	72	81.5	81.6	179.9	182.9
0	128.5	120	68.6	70	58.3	54.4	174.3	177.8
0	287.0	284	59.6	59	130.2	128.8	151.5	149.9
1	192.2	180	69.8	71	87.2	81.6	177.2	180.3
1	175.5	180	68.9	71	79.6	81.6	175.1	180.3
0	118.8	110	62.9	63	53.9	49.9	159.7	160.0
0	157.4	153	65.5	65	71.4	69.4	166.4	165.1
0	233.2	230	64.9	64	105.8	104.3	164.8	162.6
1	188.3	187	69.9	71	85.4	84.8	177.6	180.3
0	131.0	128	56.9	59	59.4	58.1	144.4	149.9
1	233.9	230	67.9	68	106.1	104.3	172.5	172.7
0	267.4	260	64.5	65	121.3	117.9	163.8	165.1
1	223.3	220	69.8	71	101.3	99.8	177.4	180.3
1	195.3	176	69.0	68	88.6	79.8	175.3	172.7
0	242.1	230	64.1	65	109.8	104.3	162.8	165.1
1	198.9	215	73.1	73	90.2	97.5	185.7	185.4
1	135.6	135	65.4	66	61.5	61.2	166.2	167.6
1	203.5	200	69.0	70	92.3	90.7	175.2	177.8
1	181.7	182	63.3	67	82.4	82.6	160.9	170.2
1	194.9	180	68.2	68	88.4	81.6	173.2	172.7
0	118.6	122	59.6	62	53.8	55.3	151.5	157.5
1	223.5	240	68.3	68	101.4	108.9	173.6	172.7
1	219.4	215	67.7	69	99.5	97.5	172.0	175.3
1	213.0	212	72.1	73	96.6	96.2	183.2	185.4
0	160.5	166	64.0	66	72.8	75.3	162.5	167.6
1	169.5	171	67.6	69	76.9	77.6	171.6	175.3
0	128.8	134	62.2	62	58.4	60.8	158.0	157.5
1	190.7	170	72.2	74	86.5	77.1	183.5	188.0
0	151.2	137	58.5	60	68.6	62.1	148.6	152.4
1	190.0	192	69.1	70	86.2	87.1	175.5	177.8
0	130.1	128	68.1	70	59.0	58.1	172.9	177.8
0	203.0	200	64.0	64	92.1	90.7	162.5	162.6
1	204.6	212	68.5	69	92.8	96.2	174.1	175.3
1	208.6	205	69.0	70	94.6	93.0	175.3	177.8
